index,Source airport,Destination airport
28568,BVB,MAO
28569,CCS,AUA
28570,CCS,GRU
28571,CCS,PUJ
28572,CGB,BSB
28573,CGB,CGH
28574,CGB,CGR
28575,CGB,GIG
28576,CGB,GRU
28577,CGB,PVH
28578,CGH,BSB
28579,CGH,CGB
28580,CGH,CGR
28581,CGH,CLV
28582,CGH,CNF
28583,CGH,CWB
28584,CGH,CXJ
28585,CGH,FLN
28586,CGH,GIG
28587,CGH,GYN
28588,CGH,JOI
28589,CGH,JTC
28590,CGH,LDB
28591,CGH,MGF
28592,CGH,NVT
28593,CGH,POA
28594,CGH,PPB
28595,CGH,SDU
28596,CGH,SSA
28597,CGH,UDI
28598,CGH,VIX
28599,CGR,BSB
28600,CGR,CGB
28601,CGR,CGH
28602,CGR,GIG
28603,CGR,GRU
28604,CGR,MGF
28605,CLV,CGH
28606,CNF,BPS
28607,CNF,BSB
28608,CNF,CGH
28609,CNF,GIG
28610,CNF,GRU
28611,CNF,GYN
28612,CNF,IOS
28613,CNF,MOC
28614,CNF,REC
28615,CNF,SDU
28616,CNF,SSA
28617,CNF,UDI
28618,CNF,VCP
28619,CNF,VIX
28620,COR,GRU
28621,CPV,SSA
28622,CWB,BSB
28623,CWB,CGH
28624,CWB,EZE
28625,CWB,GIG
28626,CWB,GRU
28627,CWB,IGU
28628,CWB,LDB
28629,CWB,MGF
28630,CWB,POA
28631,CWB,VCP
28632,CXJ,CGH
28633,CZS,RBR
28634,DTW,GRU
28635,EZE,CWB
28636,EZE,FLN
28637,EZE,FOR
28638,EZE,GIG
28639,EZE,GRU
28640,EZE,POA
28641,FEN,REC
28642,FLN,CGH
28643,FLN,EZE
28644,FLN,GIG
28645,FLN,GRU
28646,FLN,POA
28647,FLN,XAP
28648,FOR,BEL
28649,FOR,BSB
28650,FOR,EZE
28651,FOR,GIG
28652,FOR,GRU
28653,FOR,NAT
28654,FOR,REC
28655,FOR,SLZ
28656,FOR,SSA
28657,FOR,THE
28658,GIG,AJU
28659,GIG,BEL
28660,GIG,BSB
28661,GIG,CGB
28662,GIG,CGH
28663,GIG,CGR
28664,GIG,CNF
28665,GIG,CWB
28666,GIG,EZE
28667,GIG,FLN
28668,GIG,FOR
28669,GIG,GRU
28670,GIG,GYN
28671,GIG,IGU
28672,GIG,JPA
28673,GIG,MAO
28674,GIG,MCZ
28675,GIG,NAT
28676,GIG,NVT
28677,GIG,POA
28678,GIG,REC
28679,GIG,SDQ
28680,GIG,SLZ
28681,GIG,SSA
28682,GIG,VCP
28683,GIG,VIX
28684,GRU,AEP
28685,GRU,AJU
28686,GRU,ASU
28687,GRU,BEL
28688,GRU,BGI
28689,GRU,BPS
28690,GRU,BSB
28691,GRU,CCS
28692,GRU,CGB
28693,GRU,CGR
28694,GRU,CNF
28695,GRU,COR
28696,GRU,CWB
28697,GRU,DTW
28698,GRU,EZE
28699,GRU,FLN
28700,GRU,FOR
28701,GRU,GIG
28702,GRU,GYN
28703,GRU,IGU
28704,GRU,JFK
28705,GRU,JPA
28706,GRU,LDB
28707,GRU,MAO
28708,GRU,MCZ
28709,GRU,MGF
28710,GRU,MVD
28711,GRU,NAT
28712,GRU,NVT
28713,GRU,POA
28714,GRU,REC
28715,GRU,ROS
28716,GRU,SDQ
28717,GRU,SDU
28718,GRU,SLZ
28719,GRU,SSA
28720,GRU,THE
28721,GRU,UDI
28722,GRU,VIX
28723,GRU,VVI
28724,GYN,BSB
28725,GYN,CGH
28726,GYN,CNF
28727,GYN,GIG
28728,GYN,GRU
28729,IGU,CWB
28730,IGU,GIG
28731,IGU,GRU
28732,IMP,BSB
28733,IMP,SLZ
28734,IOS,CNF
28735,IOS,SSA
28736,JDO,REC
28737,JFK,GRU
28738,JOI,CGH
28739,JPA,BSB
28740,JPA,GIG
28741,JPA,GRU
28742,JTC,CGH
28743,LDB,CGH
28744,LDB,CWB
28745,LDB,GRU
28746,MAB,BEL
28747,MAB,BSB
28748,MAO,BEL
28749,MAO,BSB
28750,MAO,BVB
28751,MAO,GIG
28752,MAO,GRU
28753,MAO,PVH
28754,MAO,STM
28755,MCO,SDQ
28756,MCP,BEL
28757,MCZ,BSB
28758,MCZ,GIG
28759,MCZ,GRU
28760,MCZ,SSA
28761,MGF,CGH
28762,MGF,CGR
28763,MGF,CWB
28764,MGF,GRU
28765,MIA,SDQ
28766,MOC,CNF
28767,MVD,GRU
28768,MVD,POA
28769,NAT,BSB
28770,NAT,FOR
28771,NAT,GIG
28772,NAT,GRU
28773,NAT,SSA
28774,NVT,CGH
28775,NVT,GIG
28776,NVT,GRU
28777,PMW,BSB
28778,PNZ,REC
28779,POA,BSB
28780,POA,CGH
28781,POA,CWB
28782,POA,EZE
28783,POA,FLN
28784,POA,GIG
28785,POA,GRU
28786,POA,MVD
28787,PPB,CGH
28788,PUJ,CCS
28789,PVH,BSB
28790,PVH,CGB
28791,PVH,MAO
28792,PVH,RBR
28793,RBR,BSB
28794,RBR,CZS
28795,RBR,PVH
28796,REC,BSB
28797,REC,CNF
28798,REC,FEN
28799,REC,FOR
28800,REC,GIG
28801,REC,GRU
28802,REC,JDO
28803,REC,PNZ
28804,REC,SSA
28805,ROS,GRU
28806,SDQ,GIG
28807,SDQ,GRU
28808,SDQ,MCO
28809,SDQ,MIA
28810,SDU,BSB
28811,SDU,CGH
28812,SDU,CNF
28813,SDU,GRU
28814,SDU,VIX
28815,SLZ,BEL
28816,SLZ,BSB
28817,SLZ,FOR
28818,SLZ,GIG
28819,SLZ,GRU
28820,SLZ,IMP
28821,SSA,AJU
28822,SSA,BPS
28823,SSA,BSB
28824,SSA,CGH
28825,SSA,CNF
28826,SSA,CPV
28827,SSA,FOR
28828,SSA,GIG
28829,SSA,GRU
28830,SSA,IOS
28831,SSA,MCZ
28832,SSA,NAT
28833,SSA,REC
28834,SSA,VIX
28835,STM,BEL
28836,STM,MAO
28837,THE,BSB
28838,THE,FOR
28839,THE,GRU
28840,UDI,CGH
28841,UDI,CNF
28842,UDI,GRU
28843,VCP,BSB
28844,VCP,CNF
28845,VCP,CWB
28846,VCP,GIG
28847,VIX,CGH
28848,VIX,CNF
28849,VIX,GIG
28850,VIX,GRU
28851,VIX,SDU
28852,VIX,SSA
28853,VVI,GRU
28854,XAP,FLN
28855,ABE,MYR
28856,ABE,PGD
28857,ABE,PIE
28858,ABE,SFB
28859,ATW,AZA
28860,ATW,LAS
28861,ATW,SFB
28862,AUS,LAS
28863,AVL,FLL
28864,AVL,PGD
28865,AVL,PIE
28866,AVL,SFB
28867,AVP,SFB
28868,AZA,ATW
28869,AZA,BIL
28870,AZA,BIS
28871,AZA,BLI
28872,AZA,BZN
28873,AZA,CID
28874,AZA,DLH
28875,AZA,EUG
28876,AZA,FAR
28877,AZA,FSD
28878,AZA,FWA
28879,AZA,GFK
28880,AZA,GRI
28881,AZA,GRR
28882,AZA,GTF
28883,AZA,ICT
28884,AZA,IDA
28885,AZA,LAS
28886,AZA,MLI
28887,AZA,MOT
28888,AZA,MSO
28889,AZA,OAK
28890,AZA,OGD
28891,AZA,PIA
28892,AZA,PSC
28893,AZA,PVU
28894,AZA,RAP
28895,AZA,RFD
28896,AZA,RST
28897,AZA,SBN
28898,AZA,SGF
28899,AZA,STC
28900,BGR,PIE
28901,BGR,SFB
28902,BIL,AZA
28903,BIL,LAS
28904,BIS,AZA
28905,BIS,LAS
28906,BIS,SFB
28907,BLI,AZA
28908,BLI,LAS
28909,BLI,LAX
28910,BLI,OAK
28911,BLI,PSP
28912,BLI,SAN
28913,BLV,SFB
28914,BMI,SFB
28915,BOI,LAS
28916,BTV,SFB
28917,BZN,AZA
28918,BZN,LAS
28919,CHA,PIE
28920,CHA,SFB
28921,CID,AZA
28922,CID,LAS
28923,CID,PGD
28924,CID,PIE
28925,CID,SFB
28926,CKB,SFB
28927,COS,LAS
28928,CPR,LAS
28929,CVG,PGD
28930,CVG,SFB
28931,DLH,AZA
28932,DLH,LAS
28933,DSM,LAS
28934,DSM,PGD
28935,DSM,PIE
28936,DSM,SFB
28937,ELM,PIE
28938,ELM,SFB
28939,EUG,AZA
28940,EUG,LAS
28941,EUG,LAX
28942,EUG,OAK
28943,FAR,AZA
28944,FAR,LAS
28945,FAR,PIE
28946,FAR,SFB
28947,FAT,LAS
28948,FCA,LAS
28949,FLL,AVL
28950,FLL,GSP
28951,FLL,LEX
28952,FLL,PBG
28953,FLL,TYS
28954,FSD,AZA
28955,FSD,LAS
28956,FSD,PIE
28957,FSD,SFB
28958,FWA,AZA
28959,FWA,MYR
28960,FWA,PGD
28961,FWA,PIE
28962,FWA,SFB
28963,GFK,AZA
28964,GFK,LAS
28965,GFK,SFB
28966,GJT,LAS
28967,GRI,AZA
28968,GRI,LAS
28969,GRR,AZA
28970,GRR,LAS
28971,GRR,PIE
28972,GRR,SFB
28973,GSO,PIE
28974,GSO,SFB
28975,GSP,FLL
28976,GSP,PGD
28977,GSP,PIE
28978,GSP,SFB
28979,GTF,AZA
28980,GTF,LAS
28981,HGR,SFB
28982,HNL,LAS
28983,HNL,LAX
28984,HTS,MYR
28985,HTS,PIE
28986,HTS,SFB
28987,IAG,PGD
28988,IAG,PIE
28989,IAG,SFB
28990,ICT,AZA
28991,ICT,LAS
28992,IDA,AZA
28993,IDA,LAS
28994,ISP,PGD
28995,LAN,SFB
28996,LAS,ATW
28997,LAS,AUS
28998,LAS,AZA
28999,LAS,BIL
29000,LAS,BIS
29001,LAS,BLI
29002,LAS,BOI
29003,LAS,BZN
29004,LAS,CID
29005,LAS,COS
29006,LAS,CPR
29007,LAS,DLH
29008,LAS,DSM
29009,LAS,EUG
29010,LAS,FAR
29011,LAS,FAT
29012,LAS,FCA
29013,LAS,FSD
29014,LAS,GFK
29015,LAS,GJT
29016,LAS,GRI
29017,LAS,GRR
29018,LAS,GTF
29019,LAS,HNL
29020,LAS,ICT
29021,LAS,IDA
29022,LAS,LRD
29023,LAS,MFE
29024,LAS,MFR
29025,LAS,MLI
29026,LAS,MOT
29027,LAS,MRY
29028,LAS,MSO
29029,LAS,PIA
29030,LAS,PSC
29031,LAS,RAP
29032,LAS,RFD
29033,LAS,RNO
29034,LAS,SBN
29035,LAS,SCK
29036,LAS,SGF
29037,LAS,SHV
29038,LAS,SMX
29039,LAS,XNA
29040,LAX,BLI
29041,LAX,EUG
29042,LAX,HNL
29043,LAX,MFR
29044,LAX,PVU
29045,LCK,PIE
29046,LCK,SFB
29047,LEX,FLL
29048,LEX,PGD
29049,LEX,PIE
29050,LEX,SFB
29051,LIT,SFB
29052,LRD,LAS
29053,MDT,PIE
29054,MDT,SFB
29055,MFE,LAS
29056,MFR,LAS
29057,MFR,LAX
29058,MLI,AZA
29059,MLI,LAS
29060,MLI,PIE
29061,MLI,SFB
29062,MOT,AZA
29063,MOT,LAS
29064,MRY,LAS
29065,MSO,AZA
29066,MSO,LAS
29067,MYR,ABE
29068,MYR,FWA
29069,MYR,HTS
29070,MYR,YNG
29071,OAK,AZA
29072,OAK,BLI
29073,OAK,EUG
29074,OAK,PVU
29075,OGD,AZA
29076,OKC,SFB
29077,OWB,SFB
29078,PBG,FLL
29079,PBG,PIE
29080,PBG,SFB
29081,PGD,ABE
29082,PGD,AVL
29083,PGD,CID
29084,PGD,CVG
29085,PGD,DSM
29086,PGD,FWA
29087,PGD,GSP
29088,PGD,IAG
29089,PGD,ISP
29090,PGD,LEX
29091,PGD,PIA
29092,PGD,RFD
29093,PGD,SBN
29094,PGD,SGF
29095,PGD,SPI
29096,PGD,TOL
29097,PGD,TYS
29098,PGD,YNG
29099,PHF,SFB
29100,PIA,AZA
29101,PIA,LAS
29102,PIA,PGD
29103,PIA,PIE
29104,PIE,ABE
29105,PIE,AVL
29106,PIE,BGR
29107,PIE,CHA
29108,PIE,CID
29109,PIE,DSM
29110,PIE,ELM
29111,PIE,FAR
29112,PIE,FSD
29113,PIE,FWA
29114,PIE,GRR
29115,PIE,GSO
29116,PIE,GSP
29117,PIE,HTS
29118,PIE,IAG
29119,PIE,LCK
29120,PIE,LEX
29121,PIE,MDT
29122,PIE,MLI
29123,PIE,PBG
29124,PIE,PIA
29125,PIE,RFD
29126,PIE,ROA
29127,PIE,SBN
29128,PIE,SGF
29129,PIE,SWF
29130,PIE,SYR
29131,PIE,TOL
29132,PIE,TRI
29133,PIE,TYS
29134,PIE,YNG
29135,PSC,AZA
29136,PSC,LAS
29137,PSM,SFB
29138,PSP,BLI
29139,PVU,AZA
29140,PVU,LAX
29141,PVU,OAK
29142,RAP,AZA
29143,RAP,LAS
29144,RFD,AZA
29145,RFD,LAS
29146,RFD,PGD
29147,RFD,PIE
29148,RFD,SFB
29149,RNO,LAS
29150,ROA,PIE
29151,ROA,SFB
29152,RST,AZA
29153,SAN,BLI
29154,SBN,AZA
29155,SBN,LAS
29156,SBN,PGD
29157,SBN,PIE
29158,SBN,SFB
29159,SCK,LAS
29160,SFB,ABE
29161,SFB,ATW
29162,SFB,AVL
29163,SFB,AVP
29164,SFB,BGR
29165,SFB,BIS
29166,SFB,BLV
29167,SFB,BMI
29168,SFB,BTV
29169,SFB,CHA
29170,SFB,CID
29171,SFB,CKB
29172,SFB,CVG
29173,SFB,DSM
29174,SFB,ELM
29175,SFB,FAR
29176,SFB,FSD
29177,SFB,FWA
29178,SFB,GFK
29179,SFB,GRR
29180,SFB,GSO
29181,SFB,GSP
29182,SFB,HGR
29183,SFB,HTS
29184,SFB,IAG
29185,SFB,LAN
29186,SFB,LCK
29187,SFB,LEX
29188,SFB,LIT
29189,SFB,MDT
29190,SFB,MLI
29191,SFB,OKC
29192,SFB,OWB
29193,SFB,PBG
29194,SFB,PHF
29195,SFB,PSM
29196,SFB,RFD
29197,SFB,ROA
29198,SFB,SBN
29199,SFB,SGF
29200,SFB,SPI
29201,SFB,TOL
29202,SFB,TRI
29203,SFB,TUL
29204,SFB,TYS
29205,SFB,XNA
29206,SFB,YNG
29207,SGF,AZA
29208,SGF,LAS
29209,SGF,PGD
29210,SGF,PIE
29211,SGF,SFB
29212,SHV,LAS
29213,SMX,LAS
29214,STC,AZA
29215,SWF,PIE
29216,SYR,PIE
29217,TOL,PGD
29218,TOL,PIE
29219,TOL,SFB
29220,TRI,PIE
29221,TRI,SFB
29222,TUL,SFB
29223,TYS,FLL
29224,TYS,PGD
29225,TYS,PIE
29226,TYS,SFB
29227,XNA,LAS
29228,XNA,SFB
29229,YNG,MYR
29230,YNG,PGD
29231,YNG,PIE
29232,YNG,SFB
29233,ACX,CKG
29234,ACX,KWE
29235,AEB,CKG
29236,AEB,KWL
29237,AQG,CKG
29238,AQG,XMN
29239,AVA,CKG
29240,BAV,CIF
29241,BFJ,CKG
29242,BFJ,KWE
29243,BHY,KWL
29244,CIF,BAV
29245,CIF,DLC
29246,CKG,ACX
29247,CKG,AEB
29248,CKG,AQG
29249,CKG,AVA
29250,CKG,BFJ
29251,CKG,DOY
29252,CKG,DSN
29253,CKG,HDG
29254,CKG,HIA
29255,CKG,INC
29256,CKG,JIQ
29257,CKG,KWE
29258,CKG,LZH
29259,CKG,NNG
29260,CKG,XFN
29261,CKG,XIC
29262,CKG,XNN
29263,DLC,CIF
29264,DLC,DOY
29265,DLC,FUG
29266,DLC,HDG
29267,DLC,HIA
29268,DLC,JNG
29269,DLC,LYG
29270,DLC,SHP
29271,DLC,TVS
29272,DOY,CKG
29273,DOY,DLC
29274,DSN,CKG
29275,FOC,LYG
29276,FUG,DLC
29277,FUG,HGH
29278,HDG,CKG
29279,HDG,DLC
29280,HGH,FUG
29281,HGH,XFN
29282,HIA,CKG
29283,HIA,DLC
29284,HZH,KWE
29285,INC,CKG
29286,INC,JGN
29287,JGN,INC
29288,JIQ,CKG
29289,JNG,DLC
29290,JNG,XIY
29291,KMG,KWE
29292,KWE,ACX
29293,KWE,BFJ
29294,KWE,CKG
29295,KWE,HZH
29296,KWE,KMG
29297,KWE,KWL
29298,KWE,LZO
29299,KWE,WUZ
29300,KWL,AEB
29301,KWL,BHY
29302,KWL,KWE
29303,LYG,DLC
29304,LYG,FOC
29305,LZH,CKG
29306,LZH,ZUH
29307,LZO,KWE
29308,NNG,CKG
29309,NNG,WUZ
29310,SHP,DLC
29311,SHP,SJW
29312,SJW,SHP
29313,SJW,TVS
29314,TVS,DLC
29315,TVS,SJW
29316,WUZ,KWE
29317,WUZ,NNG
29318,WUZ,ZUH
29319,XFN,CKG
29320,XFN,HGH
29321,XIC,CKG
29322,XIY,JNG
29323,XMN,AQG
29324,XNN,CKG
29325,ZUH,LZH
29326,ZUH,WUZ
29327,AMD,BOM
29328,AMD,CCU
29329,AMD,DEL
29330,BLR,BOM
29331,BLR,DEL
29332,BLR,GOI
29333,BLR,PNQ
29334,BOM,AMD
29335,BOM,BLR
29336,BOM,COK
29337,BOM,DEL
29338,BOM,GOI
29339,BOM,IXC
29340,BOM,JAI
29341,BOM,LKO
29342,BOM,MAA
29343,BOM,NAG
29344,BOM,PAT
29345,BOM,SXR
29346,CCU,AMD
29347,CCU,DEL
29348,CCU,GAU
29349,CCU,IXB
29350,CCU,IXZ
29351,CCU,NAG
29352,CCU,PAT
29353,COK,BOM
29354,DEL,AMD
29355,DEL,BLR
29356,DEL,BOM
29357,DEL,CCU
29358,DEL,GAU
29359,DEL,GOI
29360,DEL,IXB
29361,DEL,IXJ
29362,DEL,IXL
29363,DEL,IXR
29364,DEL,LKO
29365,DEL,NAG
29366,DEL,PAT
29367,DEL,PNQ
29368,DEL,SXR
29369,GAU,CCU
29370,GAU,DEL
29371,GOI,BLR
29372,GOI,BOM
29373,GOI,DEL
29374,IXB,CCU
29375,IXB,DEL
29376,IXC,BOM
29377,IXJ,BOM
29378,IXJ,DEL
29379,IXJ,SXR
29380,IXL,DEL
29381,IXR,BOM
29382,IXR,DEL
29383,IXZ,CCU
29384,IXZ,MAA
29385,JAI,BOM
29386,LKO,BOM
29387,LKO,DEL
29388,MAA,BOM
29389,MAA,IXZ
29390,MAA,PNQ
29391,NAG,BOM
29392,NAG,CCU
29393,NAG,DEL
29394,NAG,PNQ
29395,PAT,CCU
29396,PAT,DEL
29397,PAT,IXR
29398,PNQ,BLR
29399,PNQ,DEL
29400,PNQ,MAA
29401,PNQ,NAG
29402,SXR,DEL
29403,SXR,IXJ
29404,AHB,SHJ
29405,ALA,SHJ
29406,AMD,SHJ
29407,AMM,SHJ
29408,ATZ,SHJ
29409,BAH,SHJ
29410,BEY,SHJ
29411,BGW,SHJ
29412,BLR,SHJ
29413,BOM,SHJ
29414,BSR,SHJ
29415,CAI,SHJ
29416,CCJ,SHJ
29417,CGP,SHJ
29418,CIT,SHJ
29419,CJB,SHJ
29420,CMB,SHJ
29421,COK,SHJ
29422,DAC,SHJ
29423,DEL,SHJ
29424,DME,SHJ
29425,DMM,SHJ
29426,DOH,SHJ
29427,DOK,SHJ
29428,EBL,SHJ
29429,ELQ,SHJ
29430,EVN,SHJ
29431,GOI,SHJ
29432,HAS,SHJ
29433,HBE,SHJ
29434,HMB,SHJ
29435,HOF,SHJ
29436,HRK,SHJ
29437,HYD,SHJ
29438,IKA,SHJ
29439,JAI,SHJ
29440,JED,SHJ
29441,KBP,SHJ
29442,KHI,SHJ
29443,KRT,SHJ
29444,KTM,SHJ
29445,KWI,SHJ
29446,KZN,SHJ
29447,LRR,SHJ
29448,MAA,SHJ
29449,MCT,SHJ
29450,MED,SHJ
29451,MHD,SHJ
29452,NAG,SHJ
29453,NBO,SHJ
29454,NJF,SHJ
29455,ODS,SHJ
29456,PEW,SHJ
29457,ROV,SHJ
29458,RUH,SHJ
29459,SAW,SHJ
29460,SHJ,AHB
29461,SHJ,ALA
29462,SHJ,AMD
29463,SHJ,AMM
29464,SHJ,ATZ
29465,SHJ,BAH
29466,SHJ,BEY
29467,SHJ,BGW
29468,SHJ,BLR
29469,SHJ,BOM
29470,SHJ,BSR
29471,SHJ,CAI
29472,SHJ,CCJ
29473,SHJ,CGP
29474,SHJ,CIT
29475,SHJ,CJB
29476,SHJ,CMB
29477,SHJ,COK
29478,SHJ,DAC
29479,SHJ,DEL
29480,SHJ,DME
29481,SHJ,DMM
29482,SHJ,DOH
29483,SHJ,DOK
29484,SHJ,EBL
29485,SHJ,ELQ
29486,SHJ,EVN
29487,SHJ,GOI
29488,SHJ,HAS
29489,SHJ,HBE
29490,SHJ,HMB
29491,SHJ,HOF
29492,SHJ,HRK
29493,SHJ,HYD
29494,SHJ,IKA
29495,SHJ,JAI
29496,SHJ,JED
29497,SHJ,KBP
29498,SHJ,KHI
29499,SHJ,KRT
29500,SHJ,KTM
29501,SHJ,KWI
29502,SHJ,KZN
29503,SHJ,LRR
29504,SHJ,MAA
29505,SHJ,MCT
29506,SHJ,MED
29507,SHJ,MHD
29508,SHJ,NAG
29509,SHJ,NBO
29510,SHJ,NJF
29511,SHJ,ODS
29512,SHJ,PEW
29513,SHJ,ROV
29514,SHJ,RUH
29515,SHJ,SAW
29516,SHJ,SKT
29517,SHJ,SLL
29518,SHJ,SVX
29519,SHJ,SYZ
29520,SHJ,TIF
29521,SHJ,TRV
29522,SHJ,TSE
29523,SHJ,UFA
29524,SHJ,YNB
29525,SKT,SHJ
29526,SLL,SHJ
29527,SVX,SHJ
29528,SYZ,SHJ
29529,TIF,SHJ
29530,TRV,SHJ
29531,TSE,SHJ
29532,UFA,SHJ
29533,YNB,SHJ
29534,AMQ,CGK
29535,AMQ,SUB
29536,AMQ,UPG
29537,AMS,AUH
29538,AUH,AMS
29539,AUH,CGK
29540,BDJ,CGK
29541,BDJ,SUB
29542,BDO,DPS
29543,BDO,SIN
29544,BDO,SUB
29545,BEJ,BPN
29546,BIK,DJJ
29547,BIK,UPG
29548,BKK,CGK
29549,BKS,CGK
29550,BMU,DPS
29551,BMU,LOP
29552,BNE,DPS
29553,BOM,SIN
29554,BPN,BEJ
29555,BPN,CGK
29556,BPN,JOG
29557,BPN,MDC
29558,BPN,SIN
29559,BPN,SUB
29560,BPN,TRK
29561,BPN,UPG
29562,BTH,CGK
29563,BTH,TKG
29564,BTJ,CGK
29565,BWN,CGK
29566,BWN,SUB
29567,CAN,CGK
29568,CGK,AMQ
29569,CGK,AUH
29570,CGK,BDJ
29571,CGK,BKK
29572,CGK,BKS
29573,CGK,BPN
29574,CGK,BTH
29575,CGK,BTJ
29576,CGK,BWN
29577,CGK,CAN
29578,CGK,DJB
29579,CGK,DJJ
29580,CGK,DPS
29581,CGK,HKG
29582,CGK,HND
29583,CGK,ICN
29584,CGK,JED
29585,CGK,JOG
29586,CGK,KIX
29587,CGK,KUL
29588,CGK,LOP
29589,CGK,MDC
29590,CGK,MEL
29591,CGK,MLG
29592,CGK,MNL
29593,CGK,NRT
29594,CGK,PDG
29595,CGK,PEK
29596,CGK,PER
29597,CGK,PGK
29598,CGK,PKU
29599,CGK,PKY
29600,CGK,PLM
29601,CGK,PLW
29602,CGK,PNK
29603,CGK,PVG
29604,CGK,SIN
29605,CGK,SOC
29606,CGK,SRG
29607,CGK,SUB
29608,CGK,SYD
29609,CGK,TJQ
29610,CGK,TKG
29611,CGK,TNJ
29612,CGK,TPE
29613,CGK,TTE
29614,CGK,UPG
29615,DEL,SIN
29616,DJB,CGK
29617,DJJ,BIK
29618,DJJ,CGK
29619,DJJ,MKQ
29620,DJJ,MKW
29621,DJJ,TIM
29622,DJJ,UPG
29623,DPS,BDO
29624,DPS,BMU
29625,DPS,BNE
29626,DPS,CGK
29627,DPS,HKG
29628,DPS,HND
29629,DPS,ICN
29630,DPS,JOG
29631,DPS,KIX
29632,DPS,KOE
29633,DPS,LBJ
29634,DPS,LOP
29635,DPS,MEL
29636,DPS,NRT
29637,DPS,PER
29638,DPS,PLM
29639,DPS,SIN
29640,DPS,SRG
29641,DPS,SUB
29642,DPS,SYD
29643,DPS,TIM
29644,DPS,TMC
29645,DPS,TPE
29646,DPS,UPG
29647,ENE,KOE
29648,ENE,LBJ
29649,GTO,UPG
29650,HKG,CGK
29651,HKG,DPS
29652,HND,CGK
29653,HND,DPS
29654,ICN,CGK
29655,ICN,DPS
29656,IST,SIN
29657,JED,CGK
29658,JED,SUB
29659,JOG,BPN
29660,JOG,CGK
29661,JOG,DPS
29662,JOG,SIN
29663,JOG,UPG
29664,KDI,UPG
29665,KIX,CGK
29666,KIX,DPS
29667,KOE,DPS
29668,KOE,ENE
29669,KOE,LOP
29670,KOE,TMC
29671,KUL,CGK
29672,LBJ,DPS
29673,LBJ,ENE
29674,LOP,BMU
29675,LOP,CGK
29676,LOP,DPS
29677,LOP,KOE
29678,LOP,SIN
29679,LOP,SUB
29680,LOP,UPG
29681,MAA,SIN
29682,MDC,BPN
29683,MDC,CGK
29684,MDC,SIN
29685,MDC,TTE
29686,MDC,UPG
29687,MEL,CGK
29688,MEL,DPS
29689,MKQ,DJJ
29690,MKW,DJJ
29691,MKW,SOQ
29692,MLG,CGK
29693,MNL,CGK
29694,NRT,CGK
29695,NRT,DPS
29696,PDG,CGK
29697,PEK,CGK
29698,PER,CGK
29699,PER,DPS
29700,PGK,CGK
29701,PKU,CGK
29702,PKU,SIN
29703,PKY,CGK
29704,PLM,CGK
29705,PLM,DPS
29706,PLM,SIN
29707,PLW,CGK
29708,PLW,UPG
29709,PNK,CGK
29710,PVG,CGK
29711,SIN,BDO
29712,SIN,BOM
29713,SIN,BPN
29714,SIN,CGK
29715,SIN,DEL
29716,SIN,DPS
29717,SIN,IST
29718,SIN,JOG
29719,SIN,LOP
29720,SIN,MAA
29721,SIN,MDC
29722,SIN,PKU
29723,SIN,PLM
29724,SIN,SOC
29725,SIN,SRG
29726,SIN,SUB
29727,SIN,TPE
29728,SIN,UPG
29729,SOC,CGK
29730,SOC,SIN
29731,SOQ,MKW
29732,SOQ,UPG
29733,SRG,CGK
29734,SRG,DPS
29735,SRG,SIN
29736,SRG,SUB
29737,SUB,AMQ
29738,SUB,BDJ
29739,SUB,BDO
29740,SUB,BPN
29741,SUB,BWN
29742,SUB,CGK
29743,SUB,DPS
29744,SUB,JED
29745,SUB,LOP
29746,SUB,SIN
29747,SUB,SRG
29748,SUB,UPG
29749,SYD,CGK
29750,SYD,DPS
29751,TIM,DJJ
29752,TIM,DPS
29753,TJQ,CGK
29754,TKG,BTH
29755,TKG,CGK
29756,TMC,DPS
29757,TMC,KOE
29758,TNJ,CGK
29759,TPE,CGK
29760,TPE,DPS
29761,TPE,SIN
29762,TRK,BPN
29763,TTE,CGK
29764,TTE,MDC
29765,TTE,UPG
29766,UPG,AMQ
29767,UPG,BIK
29768,UPG,BPN
29769,UPG,CGK
29770,UPG,DJJ
29771,UPG,DPS
29772,UPG,GTO
29773,UPG,JOG
29774,UPG,KDI
29775,UPG,LOP
29776,UPG,MDC
29777,UPG,PLW
29778,UPG,SIN
29779,UPG,SOQ
29780,UPG,SUB
29781,UPG,TTE
29782,AKJ,TPE
29783,BKK,TPE
29784,CJU,TPE
29785,CKG,TSA
29786,CNX,TPE
29787,CSX,KHH
29788,CSX,TPE
29789,CTS,TPE
29790,DYG,TPE
29791,FOC,KHH
29792,FOC,RMQ
29793,FOC,TSA
29794,HFE,KHH
29795,HFE,TSA
29796,HGH,TSA
29797,HKD,TPE
29798,HUN,RMQ
29799,HUN,TSA
29800,ISG,TPE
29801,KHH,CSX
29802,KHH,FOC
29803,KHH,HFE
29804,KHH,KNH
29805,KHH,MFM
29806,KHH,MZG
29807,KHH,NNG
29808,KHH,XMN
29809,KHH,XUZ
29810,KIX,TPE
29811,KNH,KHH
29812,KNH,MZG
29813,KNH,TSA
29814,KUH,TPE
29815,MFM,KHH
29816,MFM,RMQ
29817,MFM,TPE
29818,MZG,KHH
29819,MZG,KNH
29820,MZG,TSA
29821,NNG,KHH
29822,NNG,RMQ
29823,NRT,TPE
